value
0.49372
1.0899
1.7159
1.7933
1.6644
1.607
1.8347
1.2808
0.84264
0.72247
0.75822
0.67281
0.81103
1.468
1.8819
2.0361
2.086
2.0907
1.7112
1.0392
0.66415
0.49317
0.42827
0.46402
0.9875
1.6702
1.8051
1.683
1.5969
1.8419
1.3614
0.87635
0.72505
0.75283
0.688
0.75534
1.3864
1.8493
2.0237
2.0853
2.0892
1.8038
1.1085
0.69872
0.50924
0.43047
0.44065
0.88706
1.6128
1.8127
1.7012
1.5893
1.8219
1.4451
0.91711
0.72649
0.73915
0.70583
0.71266
1.2998
1.8135
2.0076
2.081
2.081
1.8864
1.1819
0.7346
0.52516
0.44066
0.42909
0.79719
1.5465
1.8124
1.7208
1.6005
1.7914
1.5302
0.96391
0.73587
0.73687
0.72055
0.67989
1.2092
1.7704
1.993
2.0767
2.0824
1.9611
1.2627
0.7741
0.53807
0.44319
0.41882
0.71238
1.4672
1.8067
1.7305
1.6008
1.7408
1.6129
1.0175
0.75381
0.73618
0.74272
0.66435
1.1192
1.722
1.978
2.0715
2.084
2.0192
1.3477
0.81856
0.56017
0.45034
0.41326
0.63911
1.3797
1.7933
1.7496
1.6094
1.6911
1.6892
1.076
0.76837
0.73326
0.75826
0.65816
1.0327
1.6683
1.963
2.0677
2.0841
2.059
1.4358
0.86648
0.57969
0.45933
0.4155
0.5798
1.2865
1.7743
1.7647
1.6291
1.6556
1.7557
1.1398
0.78995
0.71695
0.75637
0.6539
0.94851
1.6064
1.9362
2.0563
2.0832
2.0814
1.5287
0.92162
0.60562
0.47
0.41908
0.53057
1.1856
1.7478
1.7803
1.648
1.6271
1.8073
1.2107
0.81557
0.72352
0.75994
0.66081
0.8722
1.5373
1.9088
2.0464
2.087
2.0926
1.6247
0.9811
0.63385
0.47867
0.42166
0.49019
1.081
1.7122
1.7904
1.6604
1.6019
1.8348
1.2869
0.8453
0.72603
0.76281
0.6773
0.8079
1.4617
1.882
2.038
2.0854
2.0943
1.7194
1.0447
0.66277
0.48985
0.42525
0.46011
0.97833
1.6654
1.7963
1.6737
1.5874
1.8374
1.3669
0.88233
0.73146
0.76239
0.69719
0.75564
1.3802
1.8467
2.0241
2.0867
2.0912
1.8094
1.1137
0.6991
0.50592
0.42866
0.43851
0.88016
1.6083
1.8039
1.6921
1.5824
1.8168
1.45
0.92261
0.73371
0.7559
0.71661
0.71466
1.2946
1.8104
2.0094
2.0829
2.0874
1.8922
1.1875
0.73566
0.52308
0.43808
0.42637
0.79011
1.5411
1.8067
1.7148
1.5928
1.784
1.5349
0.96863
0.74082
0.72975
0.72357
0.68012
1.2036
1.7673
1.991
2.0759
2.0795
1.9637
1.2678
0.778
0.53787
0.44465
0.41955
0.70813
1.4624
1.801
1.7294
1.6031
1.7399
1.6184
1.0218
0.75713
0.73875
0.74311
0.66281
1.1132
1.7178
1.976
2.0716
2.0833
2.0221
1.3541
0.821
0.55826
0.4471
0.41092
0.63361
1.3726
1.7886
1.7433
1.6003
1.6823
1.6928
1.0809
0.77337
0.73883
0.76681
0.66258
1.0286
1.6638
1.9623
2.0679
2.0871
2.0619
1.4421
0.8699
0.58188
0.46004
0.41503
0.57585
1.2797
1.7723
1.7642
1.6281
1.652
1.7594
1.1444
0.79273
0.72397
0.76079
0.65609
0.94411
1.6021
1.943
2.0628
2.0862
2.0837
1.5349
0.92318
0.60501
0.4684
0.41827
0.52713
1.1793
1.7458
1.7756
1.6443
1.6222
1.8085
1.2145
0.81921
0.72932
0.76518
0.66467
0.86997
1.5333
1.9084
2.0478
2.0859
2.0922
1.629
0.98367
0.63619
0.48174
0.42366
0.48947
1.0765
1.7105
1.7943
1.6676
1.6058
1.8374
1.2912
0.8464
0.71447
0.75142
0.67202
0.80213
1.4571
1.8825
2.0384
2.0866
2.0915
1.7244
1.0479
0.66476
0.49389
0.42807
0.45997
0.97337
1.6628
1.8025
1.6829
1.5937
1.8399
1.372
0.88281
0.72756
0.7543
0.69229
0.74997
1.3751
1.8445
2.0223
2.0843
2.0887
1.815
1.118
0.70168
0.50812
0.43288
0.43919
0.87507
1.6048
1.8075
1.6987
1.5899
1.8189
1.4563
0.92439
0.73509
0.75057
0.71221
0.70928
1.2878
1.8068
2.009
2.0829
2.0857
1.8982
1.1932
0.73886
0.52216
0.43631
0.42487
0.78352
1.5358
1.8038
1.7095
1.5886
1.7784
1.5403
0.97268
0.74674
0.7493
0.73461
0.68283
1.1989
1.7641
1.9931
2.0781
2.085
1.9689
1.2733
0.78028
0.53862
0.44105
0.41668
0.702
1.4566
1.8101
1.7467
1.6036
1.7341
1.6231
1.0244
0.74478
0.73013
0.74279
0.66219
1.1076
1.717
1.9726
2.0702
2.0791
2.0237
1.3574
0.82534
0.56532
0.45429
0.41686
0.63306
1.3697
1.7954
1.7554
1.6215
1.694
1.6997
1.083
0.77004
0.72662
0.74983
0.65189
1.0197
1.6608
1.9537
2.0628
2.0838
2.0631
1.4479
0.87449
0.58602
0.46191
0.4168
0.57284
1.2731
1.7726
1.7694
1.6347
1.6532
1.7646
1.1492
0.79093
0.71997
0.75583
0.65328
0.93654
1.5975
1.932
2.0543
2.0869
2.0856
1.543
0.92985
0.60988
0.46957
0.41787
0.52299
1.1699
1.7441
1.7789
1.6452
1.6187
1.8114
1.221
0.82016
0.72661
0.76502
0.66604
0.86383
1.5274
1.9054
2.0455
2.0886
2.0948
1.6378
0.98937
0.6405
0.48315
0.42264
0.48552
1.0667
1.7067
1.7943
1.6662
1.6011
1.8373
1.2981
0.84996
0.71933
0.7582
0.67743
0.79863
1.4506
1.8746
2.0334
2.0838
2.0928
1.7322
1.0544
0.66987
0.495
0.42843
0.45779
0.96454
1.6582
1.8029
1.6846
1.5928
1.8388
1.3798
0.88689
0.72356
0.74591
0.69116
0.74465
1.3666
1.8409
2.019
2.0826
2.0838
1.8222
1.1247
0.70406
0.50969
0.43603
0.43946
0.86692
1.5988
1.8387
1.7249
1.6035
1.822
1.4661
0.92327
0.71418
0.72916
0.69999
0.69889
1.2772
1.803
2.0011
2.0772
2.0766
1.9057
1.2001
0.74353
0.52777
0.43857
0.42539
0.77608
1.5286
1.8103
1.7217
1.5966
1.7781
1.5493
0.97618
0.73971
0.73059
0.72578
0.67571
1.1884
1.7597
1.9974
2.0801
2.0803
1.9749
1.2815
0.78176
0.53748
0.44334
0.4175
0.69495
1.4494
1.7955
1.7249
1.599
1.7285
1.6298
1.0312
0.76218
0.74343
0.75094
0.66407
1.1007
1.7095
1.9804
2.0758
2.0834
2.029
1.3673
0.82809
0.56068
0.45183
0.41467
0.62546
1.3598
1.7868
1.7474
1.6141
1.6841
1.7056
1.0905
0.7749
0.72817
0.75654
0.65538
1.0125
1.6534
1.9704
2.0711
2.0851
2.066
1.4579
0.87657
0.58166
0.45878
0.41507
0.56658
1.2635
1.7664
1.7599
1.6264
1.6444
1.7683
1.1557
0.79901
0.73179
0.76666
0.65953
0.93235
1.5906
1.9399
2.0624
2.0882
2.0872
1.5507
0.93275
0.6076
0.46826
0.41731
0.51934
1.1618
1.7397
1.7749
1.6428
1.6145
1.8134
1.2268
0.82482
0.72981
0.76845
0.66911
0.85955
1.5213
1.9032
2.0451
2.0887
2.0953
1.6452
0.99438
0.63899
0.48195
0.42207
0.48277
1.0584
1.7023
1.7921
1.6641
1.5977
1.8374
1.3042
0.85329
0.72065
0.75722
0.67936
0.79459
1.444
1.879
2.0409
2.0876
2.092
1.7392
1.0589
0.66724
0.49151
0.42709
0.45546
0.95682
1.6542
1.7949
1.6771
1.5875
1.8358
1.3845
0.89182
0.72243
0.67995
0.65769
0.72966
1.3558
1.8364
2.0051
2.0592
2.0616
1.8261
1.1315
0.70737
0.5202
0.44815
0.44601
0.86223
1.5942
1.8188
1.7302
1.6246
1.8324
1.4764
0.93144
0.72193
0.71922
0.68621
0.68671
1.2638
1.7981
1.9994
2.0732
2.0638
1.9131
1.2109
0.74968
0.53318
0.44662
0.42925
0.76679
1.5192
1.8122
1.7323
1.6136
1.7825
1.5632
0.98307
0.73646
0.72571
0.71684
0.66579
1.1723
1.7521
1.9875
2.0748
2.0716
1.9831
1.2949
0.78945
0.54749
0.44994
0.42046
0.68445
1.4353
1.7999
1.7404
1.6147
1.7297
1.6457
1.0404
0.75704
0.72853
0.73943
0.65463
1.0818
1.7003
1.9675
2.0676
2.0755
2.0352
1.3833
0.83968
0.57193
0.45802
0.41823
0.61536
1.3423
1.789
1.7616
1.6295
1.6853
1.7212
1.102
0.77302
0.69837
0.72552
0.64194
0.99079
1.6418
1.9495
2.0569
2.0713
2.0659
1.476
0.89032
0.59353
0.46803
0.42183
0.55916
1.2437
1.7663
1.7773
1.6493
1.6529
1.7842
1.1708
0.79917
0.71836
0.74893
0.64893
0.90998
1.5761
1.9226
2.0503
2.0837
2.0862
1.5724
0.94808
0.61878
0.4745
0.42183
0.5115
1.1382
1.7335
1.7865
1.6572
1.6179
1.8241
1.2453
0.82854
0.72307
0.75821
0.66512
0.83984
1.5032
1.8955
2.0414
2.0852
2.0909
1.668
1.0095
0.65011
0.48721
0.42637
0.4769
1.0341
1.6925
1.8014
1.6762
1.6022
1.8426
1.3243
0.85947
0.71936
0.75274
0.67881
0.77827
1.4242
1.8642
2.029
2.0837
2.0902
1.7626
1.0765
0.68166
0.50056
0.43088
0.45074
0.93208
1.6403
1.8064
1.692
1.5932
1.8346
1.4073
0.89973
0.72605
0.74966
0.69843
0.73035
1.3386
1.8302
2.0192
2.0854
2.0841
1.8507
1.1488
0.71508
0.51417
0.42797
0.42993
0.83482
1.5771
1.8076
1.6995
1.5787
1.7984
1.4899
0.94343
0.73566
0.7493
0.72667
