,0,1,2
0,-1.70651563785,5.89570654371,30.4628469002
1,-0.984374683807,5.86443454503,29.5835838502
2,-0.334959354474,5.81412744364,28.7674899836
3,0.247445052537,5.75678799755,28.0083480877
4,0.769010753787,5.70160366331,27.300372725
5,1.23608339413,5.65549960839,26.6384311416
6,1.65497374699,5.6236109075,26.0181345048
7,2.03181027091,5.60967487587,25.4358479616
8,2.37243945115,5.6163508118,24.888653935
9,2.68236292741,5.64547676335,24.3742920295
10,2.96670239142,5.69827310271,23.8910906917
11,3.23018498923,5.77550181014,23.4378998874
12,3.47714344155,5.87758908497,23.0140299958
13,3.71152630536,6.00471756002,22.6191994006
14,3.9369147722,6.15689315922,22.2534915051
15,4.15654316788,6.33399056777,21.9173207996
16,4.37332092114,6.5357803877,21.6114069454
17,4.58985423702,6.76194031796,21.3367554424
18,4.80846607153,7.01205210801,21.0946432057
19,5.03121328094,7.28558557314,20.8866071964
20,5.25990003143,7.58187061988,20.7144340924
21,5.49608672052,7.90005801311,20.5801487963
22,5.74109379753,8.23906953152,20.4859993506
23,5.99599999193,8.59753822594,20.4344355583
24,6.26163458359,8.97373974119,20.4280782982
25,6.53856349575,9.36551612097,20.4696762124
26,6.82706917911,9.77019422029,20.5620461752
27,7.12712450636,10.1845018325,20.7079938039
28,7.43836123011,10.6044859132,20.9102103484
29,7.76003399516,11.0254388357,21.1711427283
30,8.09098145063,11.4418403875,21.4928344443
31,8.42958668404,11.8473250672,21.8767367384
32,8.77373998278,12.2346859608,22.3234918937
33,9.12080778078,12.5959276986,22.8326940592
34,9.46761249415,12.9223812869,23.4026374585
35,9.81042867551,13.2048924054,24.0300671191
36,10.1450013637,13.4340915005,24.7099528855
37,10.4665924802,13.6007482118,25.4353126902
38,10.7700604166,13.6962041499,26.1971147481
39,11.0499763864,13.7128670867,26.9842891756
40,11.3007785662,13.6447371996,27.7838761618
41,11.5169615598,13.4879238549,28.5813292023
42,11.6932945158,13.2411019301,29.360977791
43,11.8250567539,12.9058525473,30.1066352716
44,11.9082756786,12.48683668,30.8023165731
45,11.9399488371,11.9917626451,31.4330108334
46,11.9182309514,11.4311294457,31.9854395839
47,11.8425681217,10.8177546157,32.4487259815
48,11.7137652819,10.1661231816,32.8149067421
49,11.5339790038,9.49161827145,33.0792357912
50,11.3066350755,8.80970898023,33.2402544237
51,11.0362777819,8.13517437405,33.299632156
52,10.72836433,7.48143369982,33.2618098793
53,10.3890224102,6.86003432334,33.1334974888
54,10.0247909423,6.28032490587,32.9230888782
55,9.64236355723,5.74931671768,32.6400574676
56,9.24835172856,5.27171501424,32.2943869342
57,8.84908037171,4.85008779349,31.8960775979
58,8.45042399174,4.48513193642,31.4547524887
59,8.05768680386,4.17599607298,30.9793715488
60,7.67552623562,3.92062386653,30.4780497966
61,7.30791616002,3.7160887523,29.957966588
62,6.95814420584,3.55889961211,29.4253483878
63,6.62883647609,3.44526497319,28.8855060936
64,6.32200280277,3.37131018299,28.3429090265
65,6.03909605838,3.33324723375,27.8012802554
66,5.7810798142,3.32750046067,27.2637011414
67,5.54849959731,3.35079342331,26.732716267
68,5.34155400788,3.40020320975,26.2104328762
69,5.1601629184,3.47318850877,25.6986113876
70,5.00403082734,3.56759736831,25.1987454153
71,4.87270415302,3.68165983487,24.7121310579
72,4.76562182231,3.81396981629,24.2399260828
73,4.68215894186,3.96345964435,23.7832001344
74,4.62166365027,4.12937000033,23.3429773285
75,4.58348745792,4.31121714097,22.9202726368
76,4.56700950544,4.50875873662,22.516123388
77,4.57165522899,4.72195910535,22.1316170626
78,4.5969099273,4.95095418882,21.7679163622
79,4.64232769264,5.19601625355,21.4262823248
80,4.70753610788,5.45751800464,21.108096033
81,4.79223703138,5.73589555469,20.8148792316
82,4.89620369802,6.03160949244,20.5483139285
83,5.01927426284,6.34510313761,20.3102607904
84,5.16134180915,6.67675695149,20.1027758561
85,5.32234073868,7.02683800295,19.9281247595
86,5.50222936368,7.39544337864,19.7887932721
87,5.70096843472,7.78243649497,19.6874925381
88,5.91849527165,8.18737544742,19.6271568714
89,6.15469312916,8.60943285824,19.6109314225
90,6.40935543538,9.0473072059,19.642146425
91,6.68214461024,9.49912639546,19.7242741294
92,6.9725453204,9.96234541803,19.8608639928
93,7.27981228454,10.4336414064,20.055451322
94,7.60291313346,10.908811258,20.3114345043
95,7.94046738035,11.3826792622,20.6319164042
96,8.29068328713,11.8490247596,21.0195066924
97,8.65129532917,12.3005425952,21.4760840769
98,9.01950604477,12.7288516747,22.002520875
99,9.39193724954,13.1245687803,22.5983773068
100,9.76459679091,13.4774652573,23.2615792858
101,10.1328680413,13.7767223988,23.9881010833
102,10.4915299403,14.0112964474,24.7716823121
103,10.8348153007,14.1703954047,25.6036160036
104,11.1565139823,14.2440570497,26.4726493753
105,11.4501251329,14.2238013029,27.3650391182
106,11.7090588732,14.1033120601,28.2647966079
107,11.9268826594,13.8790867745,29.1541439943
108,12.0976015067,13.5509803091,30.01417965
109,12.2159550882,13.1225670197,30.8257230055
110,12.2777094696,12.6012548866,31.570278628
111,12.2799180877,11.9981087731,32.2310334523
112,12.2211265041,11.3273743777,32.7937857412
113,12.101499023,10.6057346874,33.2477045765
114,11.9228522658,9.85136894858,33.5858362418
115,11.6885903479,9.08291226198,33.8053063825
116,11.403546864,8.31842580886,33.9072080751
117,11.0737486878,7.57448119864,33.8962074901
118,10.7061240262,6.86543972571,33.7799324476
119,10.3081811673,6.20297423683,33.5682290431
120,9.88768464458,5.59584533857,33.2723756486
121,9.45235251265,5.04991181008,32.9043336974
122,9.00959306906,4.56833216092,32.4760951614
123,8.56629284717,4.15190223576,31.9991629557
124,8.12866117344,3.7994719388,31.4841776024
125,7.70213090072,3.50839009473,30.9406848006
126,7.29131060117,3.27493704164,30.3770257544
127,6.89998069578,3.09471680813,29.8003253018
128,6.53112461089,2.9629924112,29.2165511057
129,6.18698582301,2.87495755771,28.6306189801
130,5.86914225436,2.8259452708,28.0465233411
131,5.57859059168,2.8115787119,27.4674765469
132,5.31583445109,2.82787208954,26.8960456395
133,5.08097170029,2.87129054395,26.3342791676
134,4.87377754249,2.93877778176,25.7838201305
135,4.69378109077,3.02775944346,25.2460035642
136,4.54033408382,3.13612905501,24.7219389971
137,4.41267111489,3.26222217323,24.2125790572
138,4.30996128027,3.40478313035,23.7187760713
139,4.23135152807,3.56292769409,23.2413287106
140,4.17600223023,3.73610402115,22.781020715
141,4.14311563827,3.92405349777,22.3386535689
142,4.1319579398,4.12677242111,21.915074774
143,4.14187562969,4.34447495828,21.5112031011
144,4.17230686247,4.57755740543,21.1280519443
145,4.22278837463,4.8265634343,20.7667516469
146,4.29295846591,5.09214974028,20.4285714321
147,4.38255641522,5.37505127724,20.1149413373
148,4.49141858359,5.67604506903,19.8274743219
149,4.61947132822,5.99591141767,19.5679884715
150,4.76672072029,6.33539118149,19.3385289467
151,4.93323892744,6.69513767548,19.1413890049
152,5.11914699292,7.07566166263,18.9791290353
153,5.3245936214,7.47726787673,18.8545920846
154,5.549729472,7.89998157514,18.7709137838
155,5.79467637154,8.34346380776,18.7315239168
156,6.05949080836,8.80691446274,18.7401360988
157,6.34412106678,9.28896278645,18.8007211671
158,6.64835743897,9.78754606239,18.9174589871
159,6.97177513555,10.2997785714,19.0946625237
160,7.31366984517,10.82181494,19.3366673612
161,7.67298641029,11.3487145909,19.6476795967
162,8.04824183283,11.8743172556,20.0315754657
163,8.43744483568,12.3911433095,20.4916475676
164,8.83801550157,12.8903367855,21.0302955691
165,9.24671006764,13.3616728256,21.6486642188
166,9.65955769419,13.7936542373,22.3462387224
167,10.0718177858,14.1737226337,23.1204170704
168,10.4779679551,14.4886069615,23.9660903421
169,10.8717336072,14.724824635,24.8752741692
170,11.2461699152,14.8693368495,25.8368453967
171,11.593805165,14.9103396525,26.8364445918
172,11.9068506511,14.8381471756,27.8566039594
173,12.1774763443,14.6460961966,28.87714817
174,12.3981436729,14.331377114,29.8758906978
175,12.5619777476,13.8956820851,30.8296112703
176,12.6631525958,13.3455630384,31.7152553575
177,12.6972561931,12.6924148008,32.5112523233
178,12.6615991091,11.9520414871,33.1988152555
179,12.5554327421,11.1438216913,33.7630724422
180,12.3800508057,10.2895488767,34.1938940164
181,12.1387600971,9.41207421818,34.4863170488
182,11.8367216204,8.53390804935,34.6405307876
183,11.4806781497,7.67593650947,34.6614480734
184,11.0785965711,6.85638289173,34.5579450635
185,10.6392608165,6.09009644984,34.3418880821
186,10.1718530489,5.38819689411,34.0270784333
187,9.6855573507,4.75805252029,33.6282347856
188,9.18921288592,4.2035326977,33.1601048254
189,8.69103418668,3.72545529708,32.6367621387
190,8.19840667967,3.32214590424,32.0711090772
191,7.71775722945,2.99003448582,31.4745776313
192,7.25449316884,2.72423137986,30.8570009355
193,6.81299927775,2.51904319407,30.2266181178
194,6.39668029241,2.36840675974,29.5901731512
195,6.0080363511,2.26623358762,28.9530717454
196,5.64875979013,2.2066675235,28.3195667061
197,5.31984340022,2.18426467513,27.6929496174
198,5.02169223315,2.19410786378,27.0757338226
199,4.75423302432,2.23186870887,26.4698197269
200,4.51701708638,2.29382980469,25.8766381365
201,4.30931404199,2.37687796408,25.2972706754
202,4.13019497134,2.47847767123,24.7325484862
203,3.97860446466,2.59663201916,24.1831316491
204,3.85342172624,2.72983669042,23.6495723143
205,3.75351131764,2.87703105421,23.1323646481
206,3.67776439796,3.03754922638,22.6319845199
207,3.62513145921,3.21107295414,22.1489215396
208,3.59464759772,3.39758741751,21.6837056746
209,3.58545133772,3.59734044464,21.2369302962
210,3.59679795087,3.81080518333,20.8092731533
211,3.62806811175,4.03864592046,20.4015164594
212,3.67877260673,4.2816864677,20.0145670186
213,3.74855367859,4.54088030945,19.6494770857
214,3.83718344814,4.81728151913,19.3074664629
215,3.94455970902,5.11201527717,18.9899461476
216,4.0706992445,5.42624665623,18.6985436652
217,4.21572866591,5.76114617001,18.4351300091
218,4.3798726207,6.11785040872,18.2018478668
219,4.56343906479,6.49741591039,18.0011404951
220,4.76680113857,6.90076425327,17.8357802053
221,4.99037503145,7.32861622295,17.7088948974
222,5.23459306996,7.78141284134,17.6239904189
223,5.49987112813,8.25922109737,17.5849656819
224,5.78656934922,8.76162246398,17.5961164527
225,6.09494510444,9.28758282446,17.6621225087
226,6.42509712884,9.83530339315,17.7880114916
227,6.77689990471,10.4020537591,17.9790913257
228,7.14992766355,10.9839904833,18.2408416949
229,7.54336791262,11.5759679176,18.5787540127
230,7.95592523463,12.1713522097,18.9981089786
231,8.38571733384,12.7618548465,19.5036817238
232,8.83016696798,13.3374083565,20.0993674019
233,9.28589553315,13.8861134297,20.7877256592
234,9.74862660503,14.394292703,21.5694514755
235,10.2131105111,14.8466902168,22.4427928796
236,10.6730836802,15.2268549015,23.4029528531
237,11.1212785549,15.5177388348,24.4415321048
238,11.5495005344,15.702524008,25.5460885691
239,11.9487868972,15.7656635135,26.6999039952
240,12.3096581239,15.694085208,27.8820519655
241,12.6224640075,15.4784621092,29.0678489289
242,12.8778155268,15.1144120865,30.2297358619
243,13.0670797078,14.6034610668,31.3385826654
244,13.1829007095,13.9536010392,32.3653365232
245,13.2196990355,13.1793054029,33.2828623473
246,13.1740952365,12.300930764,34.0677662197
247,13.0452071574,11.3435267022,34.7019694077
248,12.8347815119,10.3351740183,35.1738224243
249,12.5471399368,9.30505344797,35.4786150921
250,12.1889432276,8.28148971266,35.6184356803
251,11.7688004959,7.29020953516,35.6014365149
252,11.2967679583,6.35300049252,35.4406499876
253,10.7837918095,5.4868762706,35.152549239
254,10.2411501734,4.70376503916,34.7555554573
255,9.6799416445,4.01066169899,34.2686643521
256,9.11065512163,3.41013475124,33.7103117242
257,8.54284073067,2.90105823006,33.0975383072
258,7.98488750058,2.47944439492,32.4454606279
259,7.44390207104,2.1392751613,31.7670155618
260,6.92567496664,1.87326021399,31.0729239051
261,6.43471687137,1.67347976824,30.3718108097
262,5.97434627881,1.53189520261,29.6704242847
263,5.54681101686,1.44072920657,28.973902639
264,5.15342857624,1.39272862286,28.2860539077
265,4.79473318019,1.38132894623,27.6096222686
266,4.47062058866,1.40074103013,26.9465266917
267,4.18048440721,1.44597947591,26.2980649519
268,3.9233400028,1.51284967169,25.6650816633
269,3.69793396869,1.59790739245,25.0481024959
270,3.50283845102,1.69840182696,24.4474386479
271,3.33653061397,1.81221016062,23.8632664407
272,3.19745815257,1.9377695469,23.295686956
273,3.08409213866,2.07401045996,22.7447702609
274,2.9949686708,2.22029400111,22.2105881759
275,2.92872085022,2.37635466643,21.6932388913
276,2.88410256349,2.54224930261,21.192866101
277,2.86000545223,2.71831241892,20.7096747682
278,2.85547031488,2.90511762804,20.2439451639
279,2.86969403094,3.10344471206,19.7960464474
280,2.90203293674,3.31425161559,19.3664507658
281,2.95200341958,3.53865052615,18.9557486379
282,3.01928033866,3.77788709009,18.5646662259
283,3.10369372806,4.03332171163,18.1940849886
284,3.20522408816,4.3064117782,17.8450641184
285,3.32399642743,4.59869353518,17.5188660885
286,3.46027307253,4.9117621864,17.2169855538
287,3.614445119,5.24724861582,16.9411817407
288,3.78702224411,5.60679090586,16.6935143085
289,3.97862044369,5.99199856507,16.4763824405
290,4.18994708396,6.40440707868,16.2925665997
291,4.42178247417,6.84542006903,16.1452719199
292,4.67495696761,7.31623602625,16.0381715587
293,4.95032238926,7.81775628396,15.9754474627
294,5.24871637656,8.35047074049,15.9618248328
295,5.57091802106,8.91431786871,16.0025950824
296,5.91759303953,9.50851596863,16.1036202094
297,6.28922662385,10.1313636063,16.2713092697
298,6.68604218076,10.7800090249,16.5125550939
299,7.10790445775,11.4501913405,16.8346167254
300,7.55420617046,12.1359609217,17.2449306149
301,8.02373833255,12.8293928406,17.7508319854
302,8.51454619148,13.5203158946,18.3591678692
303,9.02377513359,14.1960903312,19.0757863698
304,9.54751423334,14.8414793911,19.9048942409
305,10.0806492651,15.4386715512,20.8482885545
306,10.6167417482,15.9675191548,21.9044893466
307,11.1479554296,16.4060608667,23.0678289548
308,11.6650556043,16.7313849626,24.3275884914
309,12.1575084874,16.9208626134,25.6673076657
310,12.6137058516,16.9537315932,27.0644223144
311,13.0213326927,16.8129421865,28.490392621
312,13.3678817475,16.4870966059,29.91146123
313,13.6412984884,15.972237702,31.2901150405
314,13.83071594,15.2731958037,32.5872176517
315,13.927214621,14.4042087371,33.7646459872
316,13.9245250298,13.3886051474,34.7881344232
317,13.8195843477,12.2574820781,35.6299414629
318,13.6128694242,11.0474875545,36.2709419566
319,13.308454699,9.79799220287,36.7018270017
320,12.9137819204,8.54805140576,36.923249961
321,12.4391700777,7.33358699298,36.9449498924
322,11.897129492,6.18514969642,36.7840603112
323,11.3015660176,5.12648548013,36.4629265776
324,10.666966408,4.17396405055,36.0067876678
325,10.0076453999,3.3367810319,35.4416337228
326,9.33711377771,2.6177470282,34.7924561214
